step;4 layer RNN;RNN;4 layer IRNN;IRNN;LSTM;Fast Weights;Autoconceptor
500;0.4310937523841858;0.42945313453674316;0.16164062917232513;0.4317968785762787;0.43351563811302185;0.40226563811302185;0.811718761920929
1000;0.4268749952316284;0.4341406226158142;0.2006250023841858;0.4312500059604645;0.43492186069488525;0.45140624046325684;0.9420312643051147
1500;0.4235156178474426;0.43171873688697815;0.3157031238079071;0.4339843690395355;0.42601561546325684;0.486328125;0.9696875214576721
2000;0.4246875047683716;0.427734375;0.38234373927116394;0.4313281178474426;0.43070313334465027;0.6009374856948853;0.9818750023841858
2500;0.42250001430511475;0.4281249940395355;0.4067968726158142;0.4291406273841858;0.4344531297683716;0.6918749809265137;0.9870312213897705
3000;0.42429688572883606;0.42750000953674316;0.4284375011920929;0.43156251311302185;0.4263281226158142;0.7118750214576721;0.9900781512260437
3500;0.4275781214237213;0.4260937571525574;0.42109376192092896;0.43070313334465027;0.4292968809604645;0.7361719012260437;0.9925000071525574
4000;0.4278906285762787;0.42578125;0.4249218702316284;0.4302343726158142;0.42601561546325684;0.8064844012260437;0.9943749904632568
4500;0.42906248569488525;0.42601561546325684;0.42867186665534973;0.43140625953674316;0.43703123927116394;0.9489843845367432;0.9953906536102295
5000;0.42765626311302185;0.4252343773841858;0.4291406273841858;0.43046873807907104;0.43070313334465027;0.9784374833106995;0.9960156083106995
5500;0.4263281226158142;0.42500001192092896;0.4280468821525574;0.4337500035762787;0.4360937476158142;0.9852343797683716;0.9967968463897705
6000;0.4273437559604645;0.42726561427116394;0.4282812476158142;0.4332812428474426;0.4320312440395355;0.9899218678474426;0.9969531297683716
6500;0.42921873927116394;0.42992186546325684;0.4239843785762787;0.42992186546325684;0.43171873688697815;0.9932031035423279;0.9975781440734863
7000;0.42867186665534973;0.4275781214237213;0.4254687428474426;0.43281251192092896;0.4288281202316284;0.9944531321525574;0.9978906512260437
7500;0.42820313572883606;0.4268749952316284;0.423828125;0.4312500059604645;0.43367186188697815;0.9934375286102295;0.998046875
8000;0.42578125;0.4268749952316284;0.42585936188697815;0.43117186427116394;0.42765626311302185;0.9983593821525574;0.9979687333106995
8500;0.4278906285762787;0.4268749952316284;0.42820313572883606;0.43601563572883606;0.4312500059604645;0.9981250166893005;0.9983593821525574
9000;0.42671874165534973;0.42484375834465027;0.4263281226158142;0.4346874952316284;0.43085938692092896;0.9977343678474426;0.9984375238418579
9500;0.4261718690395355;0.42710936069488525;0.4280468821525574;0.43476563692092896;0.43015626072883606;0.9982812404632568;0.9985156059265137
10000;0.4227343797683716;0.42445313930511475;0.4310937523841858;0.43359375;0.43117186427116394;0.9989843964576721;0.9983593821525574
10500;0.42070311307907104;0.42406249046325684;0.42796874046325684;0.44007813930511475;0.43117186427116394;0.9952343702316284;0.9986718893051147
11000;0.4190624952316284;0.42625001072883606;0.4270312488079071;0.43210938572883606;0.43117186427116394;0.9970312714576721;0.998828113079071
11500;0.41843751072883606;0.4270312488079071;0.4314843714237213;0.43156251311302185;0.4261718690395355;0.9978125095367432;0.998828113079071
12000;0.4214843809604645;0.42820313572883606;0.42820313572883606;0.43281251192092896;0.4243749976158142;0.999218761920929;0.9989062547683716
12500;0.4200781285762787;0.4282812476158142;0.42992186546325684;0.43085938692092896;0.43210938572883606;0.9995312690734863;0.9989843964576721
13000;0.42335936427116394;0.42679688334465027;0.4249218702316284;0.43015626072883606;0.4293749928474426;0.9996874928474426;0.9990624785423279
13500;0.4222656190395355;0.42750000953674316;0.42890626192092896;0.43171873688697815;0.43031251430511475;0.9996874928474426;0.999218761920929
14000;0.4200781285762787;0.4254687428474426;0.42640626430511475;0.4295312464237213;0.4321874976158142;0.9997656345367432;0.998828113079071
14500;0.41804686188697815;0.4266406297683716;0.4298437535762787;0.4310937523841858;0.42890626192092896;0.9996093511581421;0.996874988079071
15000;0.41843751072883606;0.42875000834465027;0.42835938930511475;0.43210938572883606;0.42820313572883606;0.9996874928474426;0.9989062547683716
15500;0.41507813334465027;0.42851561307907104;0.4291406273841858;0.43453124165534973;0.4319531321525574;0.9996874928474426;0.999218761920929
16000;0.4176562428474426;0.42945313453674316;0.4303906261920929;0.4296875;0.4369531273841858;0.9996093511581421;0.9995312690734863
16500;0.4220312535762787;0.42890626192092896;0.42851561307907104;0.43015626072883606;0.4358593821525574;0.9996093511581421;0.9994531273841858
17000;0.4211718738079071;0.42875000834465027;0.4330468773841858;0.43492186069488525;0.4344531297683716;0.9995312690734863;0.9994531273841858
17500;0.419921875;0.42960938811302185;0.4319531321525574;0.4341406226158142;0.43632811307907104;0.9995312690734863;0.9994531273841858
18000;0.41914063692092896;0.43031251430511475;0.43382811546325684;0.43687498569488525;0.43828123807907104;0.9995312690734863;0.9995312690734863
18500;0.4193750023841858;0.42875000834465027;0.42976561188697815;0.4358593821525574;0.4392968714237213;0.9995312690734863;0.9995312690734863
19000;0.421875;0.43101561069488525;0.4296875;0.4428125023841858;0.44609373807907104;0.9995312690734863;0.9994531273841858
19500;0.41968750953674316;0.42867186665534973;0.42890626192092896;0.44874998927116394;0.44484373927116394;0.9995312690734863;0.9994531273841858
20000;0.423828125;0.4288281202316284;0.4305468797683716;0.4578906297683716;0.43937501311302185;0.9996874928474426;0.9995312690734863
20500;0.4243749976158142;0.4288281202316284;0.42867186665534973;0.4671093821525574;0.4478124976158142;0.9998437762260437;0.9994531273841858
21000;0.42281249165534973;0.4266406297683716;0.43156251311302185;0.4762499928474426;0.44203126430511475;0.9998437762260437;0.9994531273841858
21500;0.42164063453674316;0.42781248688697815;0.4296875;0.4790624976158142;0.44734373688697815;0.9998437762260437;0.9994531273841858
22000;0.41734373569488525;0.42578125;0.43062499165534973;0.48234376311302185;0.45429688692092896;0.9998437762260437;0.9994531273841858
22500;0.4181250035762787;0.4271875023841858;0.42554688453674316;0.4888281226158142;0.4581249952316284;0.9999218583106995;0.9995312690734863
23000;0.4181250035762787;0.42671874165534973;0.42289063334465027;0.4939843714237213;0.46460938453674316;0.9999218583106995;0.9994531273841858
23500;0.41914063692092896;0.42679688334465027;0.42875000834465027;0.5049218535423279;0.4797656238079071;0.9999218583106995;0.9994531273841858
24000;0.41703125834465027;0.4281249940395355;0.43085938692092896;0.5090625286102295;0.47859373688697815;0.9998437762260437;0.9995312690734863
24500;0.4182812571525574;0.4284375011920929;0.4252343773841858;0.5199999809265137;0.49312499165534973;0.9996874928474426;0.9994531273841858
25000;0.42179688811302185;0.4264843761920929;0.4245312511920929;0.5229687690734863;0.5078125;0.9996093511581421;0.9994531273841858
25500;0.4204687476158142;0.4298437535762787;0.42796874046325684;0.5307031273841858;0.5235156416893005;;
26000;0.4234375059604645;0.42992186546325684;0.4260937571525574;0.5465624928474426;0.5425000190734863;;
26500;0.41734373569488525;0.4291406273841858;0.42976561188697815;0.5623437762260437;0.5653125047683716;;
27000;0.41695311665534973;0.42867186665534973;0.4256249964237213;0.5795312523841858;0.5953124761581421;;
27500;0.4178124964237213;0.4291406273841858;0.42765626311302185;0.5923437476158142;0.622265636920929;;
28000;0.41664063930511475;0.42851561307907104;0.42875000834465027;0.6001562476158142;0.6454687714576721;;
28500;0.4192187488079071;0.42835938930511475;0.4332031309604645;0.6114062666893005;0.6841406226158142;;
29000;0.41695311665534973;0.42960938811302185;0.43265625834465027;0.6204687356948853;0.7107812762260437;;
29500;0.416015625;0.43156251311302185;0.4307812452316284;0.6327343583106995;0.736328125;;
30000;0.4119531214237213;0.43296873569488525;0.43507811427116394;0.6460937261581421;0.7561718821525574;;
30500;0.4143750071525574;0.43335938453674316;0.4344531297683716;0.6498437523841858;0.7743750214576721;;
31000;0.4215624928474426;0.4342968761920929;0.4410937428474426;0.6622655987739563;0.7828906178474426;;
31500;0.41929686069488525;0.43460938334465027;0.4410156309604645;0.6682031154632568;0.8060937523841858;;
32000;0.4161718785762787;0.4337500035762787;0.44984376430511475;0.6778125166893005;0.8148437738418579;;
32500;0.4154687523841858;0.4339843690395355;0.45570313930511475;0.6856250166893005;0.8302343487739563;;
33000;0.4149218797683716;0.4366406202316284;0.47593748569488525;0.6893749833106995;0.8389062285423279;;
33500;0.4204687476158142;0.4364062547683716;0.49367186427116394;0.6998437643051147;0.8456249833106995;;
34000;0.41539061069488525;0.4364062547683716;0.5143749713897705;0.7036718726158142;0.8535937666893005;;
34500;0.41679686307907104;0.4367968738079071;0.5224218964576721;0.7034375071525574;0.8602343797683716;;
35000;0.41789063811302185;0.4407031238079071;0.5425000190734863;0.7127344012260437;0.8669531345367432;;
35500;0.41609373688697815;0.44023436307907104;0.5503125190734863;0.7164843678474426;0.8726562261581421;;
36000;0.4203124940395355;0.44312500953674316;0.5518749952316284;0.7228124737739563;0.8775781393051147;;
36500;0.4153124988079071;0.4458593726158142;0.5575000047683716;0.7294531464576721;0.884765625;;
37000;0.41703125834465027;0.45023438334465027;0.5670312643051147;0.73046875;0.8871874809265137;;
37500;0.4186718761920929;0.4515624940395355;0.5689062476158142;0.7330468893051147;0.893359363079071;;
38000;0.4181250035762787;0.45445311069488525;0.5688281059265137;0.737500011920929;0.8952343463897705;;
38500;0.4147656261920929;0.45796874165534973;0.5762500166893005;0.7395312786102295;0.899218738079071;;
39000;0.41843751072883606;0.4623437523841858;0.5785156488418579;0.7475781440734863;0.9020312428474426;;
39500;0.4157031178474426;0.4659374952316284;0.5810156464576721;0.7535937428474426;0.9021093845367432;;
40000;0.41578125953674316;0.47046875953674316;0.587109386920929;0.7471093535423279;0.9076562523841858;;
40500;0.41773438453674316;0.47414061427116394;0.5943750143051147;0.7495312690734863;0.9122655987739563;;
41000;0.4214843809604645;0.47953125834465027;0.5962499976158142;0.7549999952316284;0.912109375;;
41500;0.4149218797683716;0.48539063334465027;0.6032031178474426;0.7643749713897705;0.9156249761581421;;
42000;0.4154687523841858;0.4903906285762787;0.6059374809265137;0.7625781297683716;0.9155468940734863;;
42500;0.41539061069488525;0.49937498569488525;0.6107812523841858;0.7646874785423279;0.9172656536102295;;
43000;0.4144531190395355;0.5078125;0.6220312714576721;0.7646093964576721;0.9204687476158142;;
43500;0.4094531238079071;0.5162500143051147;0.6231250166893005;0.7708593606948853;0.9215624928474426;;
44000;0.4132031202316284;0.524218738079071;0.630078136920929;0.7689062356948853;0.9223437309265137;;
44500;0.41999998688697815;0.5323437452316284;0.6365625262260437;0.7737500071525574;0.9271093606948853;;
45000;0.4103125035762787;0.5412499904632568;0.6414843797683716;0.7759374976158142;0.9270312786102295;;
45500;0.4157031178474426;0.5503125190734863;0.6452343463897705;0.7778124809265137;0.9289844036102295;;
46000;0.4185156226158142;0.5623437762260437;0.64453125;0.7734375;0.9276562333106995;;
46500;0.41289061307907104;0.5725781321525574;0.6534374952316284;0.775390625;0.9292187690734863;;
47000;0.41453126072883606;0.5799999833106995;0.6591406464576721;0.7759374976158142;0.9317187666893005;;
47500;0.416015625;0.5920312404632568;0.6657812595367432;0.78515625;0.9309375286102295;;
48000;0.4186718761920929;0.6018750071525574;0.6720312237739563;0.7868750095367432;0.930859386920929;;
48500;0.42093750834465027;0.6109374761581421;0.6702343821525574;0.7872655987739563;0.9336718916893005;;
49000;0.41578125953674316;0.6185156106948853;0.6813281178474426;0.7891406416893005;0.9314844012260437;;
49500;0.41773438453674316;0.625;0.6838281154632568;0.7889843583106995;0.9314844012260437;;
50000;0.41859376430511475;0.6349999904632568;0.6907031536102295;0.787109375;0.9349218606948853;;
50500;0.4206250011920929;0.6377343535423279;0.6959375143051147;0.7952343821525574;0.9339843988418579;;
51000;0.4174218773841858;0.6457812786102295;0.6971094012260437;0.7901562452316284;0.9350781440734863;;
51500;0.4168750047683716;0.6498437523841858;0.7028906345367432;0.7857031226158142;0.9342968463897705;;
52000;0.41773438453674316;0.6553906202316284;0.7121875286102295;0.790234386920929;0.9359375238418579;;
52500;0.41468751430511475;0.6588281393051147;0.712109386920929;0.7989843487739563;0.9358593821525574;;
53000;0.4183593690395355;0.6651562452316284;0.7146875262260437;0.7940624952316284;0.9370312690734863;;
53500;0.41679686307907104;0.6693750023841858;0.7202343940734863;0.7996875047683716;0.9352343678474426;;
54000;0.41734373569488525;0.6717968583106995;0.7213281393051147;0.8022656440734863;0.9375781416893005;;
54500;0.41234374046325684;0.674609363079071;0.7287499904632568;0.7948437333106995;0.9385156035423279;;
55000;0.4167187511920929;0.6772656440734863;0.7284374833106995;0.791015625;0.9350000023841858;;
55500;0.4178124964237213;0.6810156106948853;0.7252343893051147;0.798828125;0.9378906488418579;;
56000;0.41999998688697815;0.6851562261581421;0.7291406393051147;0.8010937571525574;0.9392187595367432;;
56500;0.4197656214237213;0.6895312666893005;0.7296093702316284;0.7960156202316284;0.938281238079071;;
57000;0.41914063692092896;0.6932031512260437;0.735156238079071;0.805468738079071;0.9385156035423279;;
57500;0.4163281321525574;0.6948437690734863;0.7336719036102295;0.8059375286102295;0.939453125;;
58000;0.4185156226158142;0.6985937356948853;0.7385937571525574;0.8106250166893005;0.9395312666893005;;
58500;0.41429686546325684;0.7009375095367432;0.7399218678474426;0.8120312690734863;0.936718761920929;;
59000;0.4195312559604645;0.7045312523841858;0.7417968511581421;0.8076562285423279;0.9384375214576721;;
59500;0.41804686188697815;0.709765613079071;0.7385156154632568;0.8160937428474426;0.9375781416893005;;
60000;0.4197656214237213;0.7108593583106995;0.7396093606948853;0.8139062523841858;0.9361718893051147;;
60500;0.4182812571525574;0.715624988079071;0.7425000071525574;0.8154687285423279;0.9375;;
61000;0.41695311665534973;0.7185937762260437;0.7454687356948853;0.8117969036102295;0.9378125071525574;;
61500;0.4185156226158142;0.7215625047683716;0.7444531321525574;0.8170312643051147;0.9398437738418579;;
62000;0.41859376430511475;0.7239843606948853;0.74609375;0.8140624761581421;0.9410937428474426;;
62500;0.4157031178474426;0.72265625;0.751171886920929;0.817187488079071;0.942187488079071;;
63000;0.4190624952316284;0.7249218821525574;0.751171886920929;0.8148437738418579;0.9395312666893005;;
63500;0.42039063572883606;0.7275000214576721;0.7517187595367432;0.815625011920929;0.9392969012260437;;
64000;0.42015624046325684;0.7283594012260437;0.7549218535423279;0.8187500238418579;0.9372656345367432;;
64500;0.42234376072883606;0.729687511920929;0.7503125071525574;0.8176562786102295;0.9400781393051147;;
65000;0.4225781261920929;0.7323437333106995;0.7565624713897705;0.8193749785423279;0.9388281106948853;;
65500;0.4232812523841858;0.7357031106948853;0.7542968988418579;0.8162500262260437;0.939453125;;
66000;0.42039063572883606;0.7370312213897705;0.755859375;0.8193749785423279;0.9392969012260437;;
66500;0.41945311427116394;0.7382031083106995;0.7554687261581421;0.8220312595367432;0.9398437738418579;;
67000;0.41749998927116394;0.7389062643051147;0.7510937452316284;0.8188281059265137;0.9419531226158142;;
67500;0.4232812523841858;0.7405468821525574;0.7520312666893005;0.8143749833106995;0.9391406178474426;;
68000;0.41945311427116394;0.7404687404632568;0.7546093463897705;0.8207031488418579;0.939453125;;
68500;0.42164063453674316;0.7428905963897705;0.7614843845367432;0.8221094012260437;0.9400781393051147;;
69000;0.42164063453674316;0.7460156083106995;0.7598437666893005;0.8239062428474426;0.9403906464576721;;
69500;0.4171093702316284;0.7452343702316284;0.7580468654632568;0.8201562762260437;0.9404687285423279;;
70000;0.421875;0.7460156083106995;0.7577343583106995;0.8203125;0.9407031536102295;;
70500;0.4193750023841858;0.7497656345367432;0.7635937333106995;0.8226562738418579;0.9380468726158142;;
71000;0.42195311188697815;0.7514843940734863;0.7637500166893005;0.8227343559265137;0.9405468702316284;;
71500;0.4235156178474426;0.7515624761581421;0.7639843821525574;0.823046863079071;0.9398437738418579;;
72000;0.41968750953674316;0.75;0.7622656226158142;0.8219531178474426;0.9401562213897705;;
72500;0.4217187464237213;0.7534375190734863;0.760546863079071;0.822265625;0.9412500262260437;;
73000;0.41343748569488525;0.7541406154632568;0.7649219036102295;0.8277343511581421;0.9403125047683716;;
73500;0.41203126311302185;0.7549218535423279;0.7631250023841858;0.8231250047683716;0.9389062523841858;;
74000;0.4139062464237213;0.7549999952316284;0.7706249952316284;0.826953113079071;0.9367969036102295;;
74500;0.4147656261920929;0.7569531202316284;0.7674219012260437;0.8270312547683716;0.9417968988418579;;
75000;0.4174218773841858;0.7582812309265137;0.7657031416893005;0.8255468606948853;0.9385156035423279;;
75500;0.41578125953674316;0.7575781345367432;0.7689062356948853;0.8208593726158142;0.9399999976158142;;
76000;0.4181250035762787;0.7578906416893005;0.7724218964576721;0.8221094012260437;0.9375;;
76500;0.41843751072883606;0.7578906416893005;0.7690625190734863;0.8257812261581421;0.9399999976158142;;
77000;0.41578125953674316;0.7593749761581421;0.7696874737739563;0.8316406011581421;0.9428906440734863;;
77500;0.41539061069488525;0.7598437666893005;0.7701562643051147;0.8223437666893005;0.9409375190734863;;
78000;0.4210156202316284;0.7615625262260437;0.7741405963897705;0.8233593702316284;0.9378906488418579;;
78500;0.4139062464237213;0.7620312571525574;0.7716405987739563;0.8319531083106995;0.9378125071525574;;
79000;0.4186718761920929;0.7635156512260437;0.7750781178474426;0.8246093988418579;0.9357812404632568;;
79500;0.41578125953674316;0.7630468606948853;0.7713281512260437;0.8258593678474426;0.9421093463897705;;
80000;0.4203124940395355;0.7642187476158142;0.7745312452316284;0.821484386920929;0.9424999952316284;;
80500;0.4110156297683716;0.764453113079071;0.7774999737739563;0.8307812213897705;0.9410937428474426;;
81000;0.41234374046325684;0.7642968893051147;0.7766406536102295;0.8348437547683716;0.9346874952316284;;
81500;0.4128125011920929;0.7662500143051147;0.7744531035423279;0.8349999785423279;0.9418749809265137;;
82000;0.416015625;0.7678124904632568;0.7775781154632568;0.8363281488418579;0.9409375190734863;;
82500;0.41578125953674316;0.7665625214576721;0.772656261920929;0.8313281536102295;0.9410156011581421;;
83000;0.4167187511920929;0.7682812213897705;0.7715625166893005;0.8334375023841858;0.9429687261581421;;
83500;0.41593751311302185;0.7689843773841858;0.7735937237739563;0.8376562595367432;0.9414843916893005;;
84000;0.41593751311302185;0.7703906297683716;0.7771093845367432;0.8361718654632568;0.9413281083106995;;
84500;0.4154687523841858;0.7702343463897705;0.7763281464576721;0.8330468535423279;0.9438281059265137;;
85000;0.41624999046325684;0.7711718678474426;0.7704687714576721;0.8394531011581421;0.9424218535423279;;
85500;0.41945311427116394;0.7717968821525574;0.7769531011581421;0.8431249856948853;0.9429687261581421;;
86000;0.41218748688697815;0.7718750238418579;0.778124988079071;0.8376562595367432;0.942187488079071;;
86500;0.4117968678474426;0.7727344036102295;0.7779687643051147;0.8283593654632568;0.9361718893051147;;
87000;0.41382813453674316;0.7736718654632568;0.774609386920929;0.8419530987739563;0.9432031512260437;;
87500;0.4143750071525574;0.7751562595367432;0.7744531035423279;0.8404687643051147;0.9430468678474426;;
88000;0.4133593738079071;0.7764062285423279;0.7741405963897705;0.8404687643051147;0.9432812333106995;;
88500;0.41499999165534973;0.7760937213897705;0.7840625047683716;0.8366405963897705;0.9410156011581421;;
89000;0.41898438334465027;0.7780468463897705;0.7787500023841858;0.8426562547683716;0.9405468702316284;;
89500;0.4185156226158142;0.7777343988418579;0.7798437476158142;0.8349218964576721;0.9432031512260437;;
90000;0.4128125011920929;0.778515636920929;0.7767187356948853;0.8403906226158142;0.9390624761581421;;
90500;0.4089062511920929;0.7789062261581421;0.7790625095367432;0.8368750214576721;0.9416406154632568;;
91000;0.41804686188697815;0.7791406512260437;0.7799999713897705;0.8338281512260437;0.9429687261581421;;
91500;0.4137499928474426;0.7809374928474426;0.7848437428474426;0.8360156416893005;0.9422656297683716;;
92000;0.4165624976158142;0.7801562547683716;0.7771875262260437;0.8317187428474426;0.9429687261581421;;
92500;0.4129687547683716;0.7805469036102295;0.7854687571525574;0.8442187309265137;0.9424218535423279;;
93000;0.41203126311302185;0.7802343964576721;0.7817187309265137;0.823437511920929;0.936718761920929;;
93500;0.4112499952316284;0.7799999713897705;0.7836718559265137;0.8370312452316284;0.9447656273841858;;
94000;0.4156250059604645;0.7817968726158142;0.7794530987739563;0.8360156416893005;0.9412500262260437;;
94500;0.4126562476158142;0.7801562547683716;0.7840625047683716;0.8260937333106995;0.942187488079071;;
95000;0.41624999046325684;0.7807812690734863;0.7821875214576721;0.8364843726158142;0.9410156011581421;;
95500;0.4135156273841858;0.7828906178474426;0.7894531488418579;0.8357031345367432;0.9423437714576721;;
96000;0.4161718785762787;0.7832812666893005;0.7792187333106995;0.8443750143051147;0.9412500262260437;;
96500;0.408203125;0.7847656011581421;0.7760937213897705;0.841796875;0.9318749904632568;;
97000;0.41398438811302185;0.7829687595367432;0.7830469012260437;0.8443750143051147;0.9416406154632568;;
97500;0.4142187535762787;0.7834374904632568;0.7862499952316284;0.8294531106948853;0.9417187571525574;;
98000;0.41609373688697815;0.7829687595367432;0.787109375;0.8416406512260437;0.9414843916893005;;
98500;0.4147656261920929;0.7848437428474426;0.787890613079071;0.8377344012260437;0.9432031512260437;;
99000;0.4239843785762787;0.7842187285423279;0.7854687571525574;0.8407031297683716;0.9430468678474426;;
99500;0.42054688930511475;0.787109375;0.7839062213897705;0.8383593559265137;0.944140613079071;;
100000;0.4168750047683716;0.787109375;0.7856249809265137;0.8361718654632568;0.9335156083106995;;